conversation_hash,code_index,error_line,error_character,error_id,error_message
31eaf08d064d4a9c200f96b7a55267ba,6,7,1,files.csharp.rules.dotnet.security.audit.missing-or-broken-authorization,"Anonymous access shouldn't be allowed unless explicit by design. Access control checks are missing and potentially can be bypassed. This finding violates the principle of least privilege or deny by default, where access should only be permitted for a specific set of roles or conforms to a custom policy or users."
32b6033f6d9994a3e02e5a609a2713be,12,7,12,files.csharp.rules.lang.security.insecure-deserialization.insecure-binaryformatter-deserialization,"The BinaryFormatter type is dangerous and is not recommended for data processing. Applications should stop using BinaryFormatter as soon as possible, even if they believe the data they're processing to be trustworthy. BinaryFormatter is insecure and can't be made secure"
3629cb868a434623a1554c0364a1e61b,7,5,1,files.csharp.rules.lang.security.insecure-deserialization.insecure-binaryformatter-deserialization,"The BinaryFormatter type is dangerous and is not recommended for data processing. Applications should stop using BinaryFormatter as soon as possible, even if they believe the data they're processing to be trustworthy. BinaryFormatter is insecure and can't be made secure"
3629cb868a434623a1554c0364a1e61b,8,5,1,files.csharp.rules.lang.security.insecure-deserialization.insecure-binaryformatter-deserialization,"The BinaryFormatter type is dangerous and is not recommended for data processing. Applications should stop using BinaryFormatter as soon as possible, even if they believe the data they're processing to be trustworthy. BinaryFormatter is insecure and can't be made secure"
3629cb868a434623a1554c0364a1e61b,9,17,13,files.csharp.rules.lang.security.insecure-deserialization.insecure-binaryformatter-deserialization,"The BinaryFormatter type is dangerous and is not recommended for data processing. Applications should stop using BinaryFormatter as soon as possible, even if they believe the data they're processing to be trustworthy. BinaryFormatter is insecure and can't be made secure"
388428df2ef046bf8a0cfe9a861741f4,5,30,9,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
388428df2ef046bf8a0cfe9a861741f4,6,31,9,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
388428df2ef046bf8a0cfe9a861741f4,7,36,9,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
388428df2ef046bf8a0cfe9a861741f4,8,27,9,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
39b5e29f13751ca47bc7b41f11129fe9,13,15,2,files.csharp.rules.dotnet.security.audit.missing-or-broken-authorization,"Anonymous access shouldn't be allowed unless explicit by design. Access control checks are missing and potentially can be bypassed. This finding violates the principle of least privilege or deny by default, where access should only be permitted for a specific set of roles or conforms to a custom policy or users."
39b5e29f13751ca47bc7b41f11129fe9,6,14,2,files.csharp.rules.dotnet.security.audit.missing-or-broken-authorization,"Anonymous access shouldn't be allowed unless explicit by design. Access control checks are missing and potentially can be bypassed. This finding violates the principle of least privilege or deny by default, where access should only be permitted for a specific set of roles or conforms to a custom policy or users."
3e68cfbc827f5ce9d0f1d5fa45b3a562,12,21,13,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
3e68cfbc827f5ce9d0f1d5fa45b3a562,12,24,13,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
3e68cfbc827f5ce9d0f1d5fa45b3a562,12,27,13,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
45262b55fd7a0e857cb003905722c949,2,54,13,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
45262b55fd7a0e857cb003905722c949,2,56,13,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
45262b55fd7a0e857cb003905722c949,2,59,13,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
45262b55fd7a0e857cb003905722c949,2,66,17,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
45262b55fd7a0e857cb003905722c949,2,69,13,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
45262b55fd7a0e857cb003905722c949,2,71,13,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
45262b55fd7a0e857cb003905722c949,2,78,13,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
45262b55fd7a0e857cb003905722c949,6,31,13,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
45262b55fd7a0e857cb003905722c949,6,34,13,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
45262b55fd7a0e857cb003905722c949,6,36,13,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
45262b55fd7a0e857cb003905722c949,6,37,13,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
45262b55fd7a0e857cb003905722c949,6,38,13,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
45262b55fd7a0e857cb003905722c949,6,39,13,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
45262b55fd7a0e857cb003905722c949,6,45,13,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
45262b55fd7a0e857cb003905722c949,6,45,13,files.csharp.rules.lang.security.stacktrace-disclosure,Stacktrace information is displayed in a non-Development environment. Accidentally disclosing sensitive stack trace information in a production environment aids an attacker in reconnaissance and information gathering.
45262b55fd7a0e857cb003905722c949,6,51,17,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
45262b55fd7a0e857cb003905722c949,6,62,17,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
45262b55fd7a0e857cb003905722c949,6,64,17,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
5d0af09badb2caa798696d96045dfed4,3,5,1,files.csharp.rules.dotnet.security.audit.missing-or-broken-authorization,"Anonymous access shouldn't be allowed unless explicit by design. Access control checks are missing and potentially can be bypassed. This finding violates the principle of least privilege or deny by default, where access should only be permitted for a specific set of roles or conforms to a custom policy or users."
5d0af09badb2caa798696d96045dfed4,3,29,17,files.csharp.rules.dotnet.security.audit.misconfigured-lockout-option,A misconfigured lockout mechanism allows an attacker to execute brute-force attacks. Account lockout must be correctly configured and enabled to prevent these attacks.
6236dab6a048204be488bf5891369bc1,3,24,13,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
6236dab6a048204be488bf5891369bc1,3,26,13,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
6236dab6a048204be488bf5891369bc1,3,33,17,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
6236dab6a048204be488bf5891369bc1,3,36,13,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
6236dab6a048204be488bf5891369bc1,3,38,13,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
6236dab6a048204be488bf5891369bc1,3,40,13,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
6236dab6a048204be488bf5891369bc1,3,42,13,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
6236dab6a048204be488bf5891369bc1,3,48,13,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
628ef4384fcc6725cb87b24930a77b8a,1,6,1,files.csharp.rules.dotnet.security.audit.missing-or-broken-authorization,"Anonymous access shouldn't be allowed unless explicit by design. Access control checks are missing and potentially can be bypassed. This finding violates the principle of least privilege or deny by default, where access should only be permitted for a specific set of roles or conforms to a custom policy or users."
628ef4384fcc6725cb87b24930a77b8a,2,5,1,files.csharp.rules.dotnet.security.audit.missing-or-broken-authorization,"Anonymous access shouldn't be allowed unless explicit by design. Access control checks are missing and potentially can be bypassed. This finding violates the principle of least privilege or deny by default, where access should only be permitted for a specific set of roles or conforms to a custom policy or users."
628ef4384fcc6725cb87b24930a77b8a,3,5,1,files.csharp.rules.dotnet.security.audit.missing-or-broken-authorization,"Anonymous access shouldn't be allowed unless explicit by design. Access control checks are missing and potentially can be bypassed. This finding violates the principle of least privilege or deny by default, where access should only be permitted for a specific set of roles or conforms to a custom policy or users."
628ef4384fcc6725cb87b24930a77b8a,4,6,1,files.csharp.rules.dotnet.security.audit.missing-or-broken-authorization,"Anonymous access shouldn't be allowed unless explicit by design. Access control checks are missing and potentially can be bypassed. This finding violates the principle of least privilege or deny by default, where access should only be permitted for a specific set of roles or conforms to a custom policy or users."
6381f994682cdabea598502a8eb4747c,5,40,10,files.csharp.rules.dotnet.security.mvc-missing-antiforgery,PostShipmentOrder is a state-changing MVC method that does not validate the antiforgery token or do strict content-type checking. State-changing controller methods should either enforce antiforgery tokens or do strict content-type checking to prevent simple HTTP request types from bypassing CORS preflight controls.
6593a1e806e7eb6f328b9e3ab847a019,0,44,57,files.csharp.rules.lang.security.sqli.csharp-sqli,Detected a formatted string in a SQL statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use a prepared statements instead. You can obtain a PreparedStatement using 'SqlCommand' and 'SqlParameter'.
6de8457b91290d7d7a128fccb3a86204,0,11,5,files.csharp.rules.dotnet.security.audit.missing-or-broken-authorization,"Anonymous access shouldn't be allowed unless explicit by design. Access control checks are missing and potentially can be bypassed. This finding violates the principle of least privilege or deny by default, where access should only be permitted for a specific set of roles or conforms to a custom policy or users."
6de8457b91290d7d7a128fccb3a86204,2,11,5,files.csharp.rules.dotnet.security.audit.missing-or-broken-authorization,"Anonymous access shouldn't be allowed unless explicit by design. Access control checks are missing and potentially can be bypassed. This finding violates the principle of least privilege or deny by default, where access should only be permitted for a specific set of roles or conforms to a custom policy or users."
6de8457b91290d7d7a128fccb3a86204,7,9,5,files.csharp.rules.dotnet.security.audit.missing-or-broken-authorization,"Anonymous access shouldn't be allowed unless explicit by design. Access control checks are missing and potentially can be bypassed. This finding violates the principle of least privilege or deny by default, where access should only be permitted for a specific set of roles or conforms to a custom policy or users."
6de8457b91290d7d7a128fccb3a86204,7,24,10,files.csharp.rules.dotnet.security.mvc-missing-antiforgery,Create is a state-changing MVC method that does not validate the antiforgery token or do strict content-type checking. State-changing controller methods should either enforce antiforgery tokens or do strict content-type checking to prevent simple HTTP request types from bypassing CORS preflight controls.
6de8457b91290d7d7a128fccb3a86204,7,39,10,files.csharp.rules.dotnet.security.mvc-missing-antiforgery,Delete is a state-changing MVC method that does not validate the antiforgery token or do strict content-type checking. State-changing controller methods should either enforce antiforgery tokens or do strict content-type checking to prevent simple HTTP request types from bypassing CORS preflight controls.
707fed5000d8baaa5886b1d5707c731a,6,30,17,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
7b557f0beec81fa4dc31a9e479bcc9c8,6,4,1,files.csharp.rules.dotnet.security.audit.missing-or-broken-authorization,"Anonymous access shouldn't be allowed unless explicit by design. Access control checks are missing and potentially can be bypassed. This finding violates the principle of least privilege or deny by default, where access should only be permitted for a specific set of roles or conforms to a custom policy or users."
814b10b0f0f8fe290cc05cdf89b75f5b,3,5,5,files.csharp.rules.dotnet.security.audit.missing-or-broken-authorization,"Anonymous access shouldn't be allowed unless explicit by design. Access control checks are missing and potentially can be bypassed. This finding violates the principle of least privilege or deny by default, where access should only be permitted for a specific set of roles or conforms to a custom policy or users."
814b10b0f0f8fe290cc05cdf89b75f5b,3,13,10,files.csharp.rules.dotnet.security.mvc-missing-antiforgery,SubmitForm is a state-changing MVC method that does not validate the antiforgery token or do strict content-type checking. State-changing controller methods should either enforce antiforgery tokens or do strict content-type checking to prevent simple HTTP request types from bypassing CORS preflight controls.
8f3cf7c630a5137b486f3c08ff66fd8b,1,8,5,files.csharp.rules.dotnet.security.audit.missing-or-broken-authorization,"Anonymous access shouldn't be allowed unless explicit by design. Access control checks are missing and potentially can be bypassed. This finding violates the principle of least privilege or deny by default, where access should only be permitted for a specific set of roles or conforms to a custom policy or users."
93553206f4590cae41a3ea1b7d50068d,11,31,10,files.csharp.rules.dotnet.security.mvc-missing-antiforgery,CreateUser is a state-changing MVC method that does not validate the antiforgery token or do strict content-type checking. State-changing controller methods should either enforce antiforgery tokens or do strict content-type checking to prevent simple HTTP request types from bypassing CORS preflight controls.
93553206f4590cae41a3ea1b7d50068d,6,31,10,files.csharp.rules.dotnet.security.mvc-missing-antiforgery,CreateUser is a state-changing MVC method that does not validate the antiforgery token or do strict content-type checking. State-changing controller methods should either enforce antiforgery tokens or do strict content-type checking to prevent simple HTTP request types from bypassing CORS preflight controls.
9665097b8457dea5c0a4df2a3d8e1a2d,1,23,13,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
9665097b8457dea5c0a4df2a3d8e1a2d,1,71,13,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
9665097b8457dea5c0a4df2a3d8e1a2d,1,76,13,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
9665097b8457dea5c0a4df2a3d8e1a2d,1,77,13,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
9665097b8457dea5c0a4df2a3d8e1a2d,1,79,13,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
9665097b8457dea5c0a4df2a3d8e1a2d,1,80,13,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
9dc77a7a419934e69ee34a1791d8b951,12,15,6,files.csharp.rules.dotnet.security.mvc-missing-antiforgery,ConvertToPdf is a state-changing MVC method that does not validate the antiforgery token or do strict content-type checking. State-changing controller methods should either enforce antiforgery tokens or do strict content-type checking to prevent simple HTTP request types from bypassing CORS preflight controls.
9dc77a7a419934e69ee34a1791d8b951,16,15,6,files.csharp.rules.dotnet.security.mvc-missing-antiforgery,ConvertToPdf is a state-changing MVC method that does not validate the antiforgery token or do strict content-type checking. State-changing controller methods should either enforce antiforgery tokens or do strict content-type checking to prevent simple HTTP request types from bypassing CORS preflight controls.
9dc77a7a419934e69ee34a1791d8b951,2,15,6,files.csharp.rules.dotnet.security.mvc-missing-antiforgery,ConvertToPdf is a state-changing MVC method that does not validate the antiforgery token or do strict content-type checking. State-changing controller methods should either enforce antiforgery tokens or do strict content-type checking to prevent simple HTTP request types from bypassing CORS preflight controls.
9dc77a7a419934e69ee34a1791d8b951,8,15,6,files.csharp.rules.dotnet.security.mvc-missing-antiforgery,ConvertToPdf is a state-changing MVC method that does not validate the antiforgery token or do strict content-type checking. State-changing controller methods should either enforce antiforgery tokens or do strict content-type checking to prevent simple HTTP request types from bypassing CORS preflight controls.
9e7debbfc8b1fa9b12a5733d1d689633,0,23,10,files.csharp.rules.dotnet.security.mvc-missing-antiforgery,Post is a state-changing MVC method that does not validate the antiforgery token or do strict content-type checking. State-changing controller methods should either enforce antiforgery tokens or do strict content-type checking to prevent simple HTTP request types from bypassing CORS preflight controls.
9e7debbfc8b1fa9b12a5733d1d689633,0,39,10,files.csharp.rules.dotnet.security.mvc-missing-antiforgery,Put is a state-changing MVC method that does not validate the antiforgery token or do strict content-type checking. State-changing controller methods should either enforce antiforgery tokens or do strict content-type checking to prevent simple HTTP request types from bypassing CORS preflight controls.
9f170d41ec16ed4b7fc8c71b091cb7ef,1,15,9,files.csharp.rules.lang.security.insecure-deserialization.insecure-binaryformatter-deserialization,"The BinaryFormatter type is dangerous and is not recommended for data processing. Applications should stop using BinaryFormatter as soon as possible, even if they believe the data they're processing to be trustworthy. BinaryFormatter is insecure and can't be made secure"
9f170d41ec16ed4b7fc8c71b091cb7ef,1,24,9,files.csharp.rules.lang.security.insecure-deserialization.insecure-binaryformatter-deserialization,"The BinaryFormatter type is dangerous and is not recommended for data processing. Applications should stop using BinaryFormatter as soon as possible, even if they believe the data they're processing to be trustworthy. BinaryFormatter is insecure and can't be made secure"
9f170d41ec16ed4b7fc8c71b091cb7ef,1,39,9,files.csharp.rules.lang.security.insecure-deserialization.insecure-binaryformatter-deserialization,"The BinaryFormatter type is dangerous and is not recommended for data processing. Applications should stop using BinaryFormatter as soon as possible, even if they believe the data they're processing to be trustworthy. BinaryFormatter is insecure and can't be made secure"
9f170d41ec16ed4b7fc8c71b091cb7ef,1,48,9,files.csharp.rules.lang.security.insecure-deserialization.insecure-binaryformatter-deserialization,"The BinaryFormatter type is dangerous and is not recommended for data processing. Applications should stop using BinaryFormatter as soon as possible, even if they believe the data they're processing to be trustworthy. BinaryFormatter is insecure and can't be made secure"
9fe93f10d2e61259fd43794fe5225747,3,29,17,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
9fe93f10d2e61259fd43794fe5225747,3,37,13,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
9fe93f10d2e61259fd43794fe5225747,3,39,13,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
a45702544d8f4baa172a2a2ca1a430cd,11,7,5,files.csharp.rules.dotnet.security.audit.missing-or-broken-authorization,"Anonymous access shouldn't be allowed unless explicit by design. Access control checks are missing and potentially can be bypassed. This finding violates the principle of least privilege or deny by default, where access should only be permitted for a specific set of roles or conforms to a custom policy or users."
aeedc3342ec762f31d37cc9ce28a5fd1,4,10,5,files.csharp.rules.dotnet.security.audit.missing-or-broken-authorization,"Anonymous access shouldn't be allowed unless explicit by design. Access control checks are missing and potentially can be bypassed. This finding violates the principle of least privilege or deny by default, where access should only be permitted for a specific set of roles or conforms to a custom policy or users."
b046bf233afa9f21146d1eefd8a93378,5,11,13,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
b046bf233afa9f21146d1eefd8a93378,5,16,13,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
b046bf233afa9f21146d1eefd8a93378,5,17,13,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
b11241aa0f2062e5e7648e4680a43f72,4,15,9,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
c47de9ffd8992172bb4da7f00e79ef10,2,11,52,files.csharp.rules.lang.security.sqli.csharp-sqli,Detected a formatted string in a SQL statement. This could lead to SQL injection if variables in the SQL statement are not properly sanitized. Use a prepared statements instead. You can obtain a PreparedStatement using 'SqlCommand' and 'SqlParameter'.
cadb04ef2acdb05bb1cde016bd5d2140,1,11,5,files.csharp.rules.lang.security.injections.os-command-injection,"The software constructs all or part of an OS command using externally-influenced input from an upstream component, but it does not neutralize or incorrectly neutralizes special elements that could modify the intended OS command when it is sent to a downstream component."
cadb04ef2acdb05bb1cde016bd5d2140,3,11,5,files.csharp.rules.lang.security.injections.os-command-injection,"The software constructs all or part of an OS command using externally-influenced input from an upstream component, but it does not neutralize or incorrectly neutralizes special elements that could modify the intended OS command when it is sent to a downstream component."
ccffa8cd371f70023fec036d7214d4c9,19,20,9,files.csharp.rules.lang.security.http.http-listener-wildcard-bindings,"The top level wildcard bindings http://+:8080/myapp/ leaves your application open to security vulnerabilities and give attackers more control over where traffic is routed. If you must use wildcards, consider using subdomain wildcard binding. For example, you can use ""*.asdf.gov"" if you own all of ""asdf.gov""."
ccffa8cd371f70023fec036d7214d4c9,21,21,9,files.csharp.rules.lang.security.http.http-listener-wildcard-bindings,"The top level wildcard bindings http://+:8080/myapp/ leaves your application open to security vulnerabilities and give attackers more control over where traffic is routed. If you must use wildcards, consider using subdomain wildcard binding. For example, you can use ""*.asdf.gov"" if you own all of ""asdf.gov""."
cf5adeb160bbfe95d68bb98193e43f45,1,21,13,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
cf5adeb160bbfe95d68bb98193e43f45,1,28,17,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
cf5adeb160bbfe95d68bb98193e43f45,1,33,17,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
cf5adeb160bbfe95d68bb98193e43f45,1,36,13,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
cf5adeb160bbfe95d68bb98193e43f45,1,38,13,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
dcb9bc76f1fd4b21c13760bc69ff608a,5,24,13,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
dcb9bc76f1fd4b21c13760bc69ff608a,5,27,13,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
dcb9bc76f1fd4b21c13760bc69ff608a,5,30,13,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
dcb9bc76f1fd4b21c13760bc69ff608a,5,35,13,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
dcb9bc76f1fd4b21c13760bc69ff608a,5,42,17,files.csharp.rules.lang.security.missing-hsts-header,"The HSTS HTTP response security header is missing, allowing interaction and communication to be sent over the insecure HTTP protocol."
