conversation_hash,code_index,error_line,error_character,error_id,error_message
031cf7af37f710399f64ae8bbe9692e8,0,42,13,files.javascript.rules.browser.security.insecure-innerhtml,User controlled data in a `box_body.innerHTML` is an anti-pattern that can lead to XSS vulnerabilities
031cf7af37f710399f64ae8bbe9692e8,1,50,3,files.javascript.rules.browser.security.insecure-document-method,"User controlled data in methods like `innerHTML`, `outerHTML` or `document.write` is an anti-pattern that can lead to XSS vulnerabilities"
031cf7af37f710399f64ae8bbe9692e8,1,50,3,files.javascript.rules.browser.security.insecure-innerhtml,User controlled data in a `boxBody.innerHTML` is an anti-pattern that can lead to XSS vulnerabilities
03ce456a6f13b846bd0d3af6d289308f,1,5,5,files.javascript.rules.jquery.security.audit.jquery-insecure-method,User controlled data in a jQuery's `.html(...)` is an anti-pattern that can lead to XSS vulnerabilities
03ce456a6f13b846bd0d3af6d289308f,1,5,5,files.javascript.rules.jquery.security.audit.prohibit-jquery-html,"JQuery's `html` function is susceptible to Cross Site Scripting (XSS) attacks. If you're just passing text, consider `text` instead. Otherwise, use a function that escapes HTML such as edX's `HtmlUtils.setHtml()`."
03ce456a6f13b846bd0d3af6d289308f,3,5,5,files.javascript.rules.jquery.security.audit.jquery-insecure-method,User controlled data in a jQuery's `.html(...)` is an anti-pattern that can lead to XSS vulnerabilities
03ce456a6f13b846bd0d3af6d289308f,3,5,5,files.javascript.rules.jquery.security.audit.prohibit-jquery-html,"JQuery's `html` function is susceptible to Cross Site Scripting (XSS) attacks. If you're just passing text, consider `text` instead. Otherwise, use a function that escapes HTML such as edX's `HtmlUtils.setHtml()`."
03f1ef1a25b551506a6466f388d87de0,24,3,25,files.javascript.rules.lang.security.audit.detect-non-literal-regexp,"RegExp() called with a `search` function argument, this might allow an attacker to cause a Regular Expression Denial-of-Service (ReDoS) within your application as RegExP blocks the main thread. For this reason, it is recommended to use hardcoded regexes instead. If your regex is run on user-controlled input, consider performing input validation or use a regex checking/sanitization library such as https://www.npmjs.com/package/recheck to verify that the regex does not appear vulnerable to ReDoS."
0405f428258d814f886de4ad289a64b6,2,8,9,files.javascript.rules.browser.security.insecure-document-method,"User controlled data in methods like `innerHTML`, `outerHTML` or `document.write` is an anti-pattern that can lead to XSS vulnerabilities"
0405f428258d814f886de4ad289a64b6,2,8,9,files.javascript.rules.browser.security.insecure-innerhtml,User controlled data in a `output.innerHTML` is an anti-pattern that can lead to XSS vulnerabilities
0429b01fc8ccee9bcf38dcb201431ea6,8,10,7,files.javascript.rules.express.security.audit.express-check-csurf-middleware-usage,A CSRF middleware was not detected in your express application. Ensure you are either using one such as `csurf` or `csrf` (see rule references) and/or you are properly doing CSRF validation in your routes with a token or cookies.
043890b120327ab6327b78199a4ab871,0,18,21,files.javascript.rules.lang.security.audit.unsafe-formatstring,"Detected string concatenation with a non-literal variable in a util.format / console.log function. If an attacker injects a format specifier in the string, it will forge the log message. Try to use constant values for the format string."
043890b120327ab6327b78199a4ab871,0,44,17,files.javascript.rules.lang.security.audit.unsafe-formatstring,"Detected string concatenation with a non-literal variable in a util.format / console.log function. If an attacker injects a format specifier in the string, it will forge the log message. Try to use constant values for the format string."
043890b120327ab6327b78199a4ab871,0,50,17,files.javascript.rules.lang.security.audit.unsafe-formatstring,"Detected string concatenation with a non-literal variable in a util.format / console.log function. If an attacker injects a format specifier in the string, it will forge the log message. Try to use constant values for the format string."
04784a1b06ca71f250ddb1fe62062d81,3,5,1,files.javascript.rules.browser.security.insecure-document-method,"User controlled data in methods like `innerHTML`, `outerHTML` or `document.write` is an anti-pattern that can lead to XSS vulnerabilities"
04784a1b06ca71f250ddb1fe62062d81,3,5,1,files.javascript.rules.browser.security.insecure-innerhtml,User controlled data in a `document.body.innerHTML` is an anti-pattern that can lead to XSS vulnerabilities
047a12df2ef8486674406e5e1b75450b,2,2,24,files.javascript.rules.lang.security.audit.unsafe-dynamic-method,"Using non-static data to retrieve and run functions from the object is dangerous. If the data is user-controlled, it may allow executing arbitrary code."
049e1639b60cfff271a2923bc2cd353d,0,75,9,files.javascript.rules.lang.security.audit.unsafe-dynamic-method,"Using non-static data to retrieve and run functions from the object is dangerous. If the data is user-controlled, it may allow executing arbitrary code."
04a79e97af826c0624bafeb853d4c9ac,3,11,5,files.javascript.rules.browser.security.insecure-document-method,"User controlled data in methods like `innerHTML`, `outerHTML` or `document.write` is an anti-pattern that can lead to XSS vulnerabilities"
04a79e97af826c0624bafeb853d4c9ac,3,11,5,files.javascript.rules.browser.security.insecure-innerhtml,User controlled data in a `parentDiv.innerHTML` is an anti-pattern that can lead to XSS vulnerabilities
04c5d6ab57211775e2eb50e05d1754ca,0,56,21,files.javascript.rules.browser.security.insecure-document-method,"User controlled data in methods like `innerHTML`, `outerHTML` or `document.write` is an anti-pattern that can lead to XSS vulnerabilities"
04c5d6ab57211775e2eb50e05d1754ca,0,56,21,files.javascript.rules.browser.security.insecure-innerhtml,User controlled data in a `tempElement.innerHTML` is an anti-pattern that can lead to XSS vulnerabilities
04c5d6ab57211775e2eb50e05d1754ca,1,56,21,files.javascript.rules.browser.security.insecure-document-method,"User controlled data in methods like `innerHTML`, `outerHTML` or `document.write` is an anti-pattern that can lead to XSS vulnerabilities"
04c5d6ab57211775e2eb50e05d1754ca,1,56,21,files.javascript.rules.browser.security.insecure-innerhtml,User controlled data in a `tempElement.innerHTML` is an anti-pattern that can lead to XSS vulnerabilities
04c5d6ab57211775e2eb50e05d1754ca,3,59,17,files.javascript.rules.browser.security.insecure-document-method,"User controlled data in methods like `innerHTML`, `outerHTML` or `document.write` is an anti-pattern that can lead to XSS vulnerabilities"
04c5d6ab57211775e2eb50e05d1754ca,3,59,17,files.javascript.rules.browser.security.insecure-innerhtml,User controlled data in a `tempElement.innerHTML` is an anti-pattern that can lead to XSS vulnerabilities
04cb4435d7ab234f0302b86c72ceca79,0,19,5,files.javascript.rules.browser.security.insecure-document-method,"User controlled data in methods like `innerHTML`, `outerHTML` or `document.write` is an anti-pattern that can lead to XSS vulnerabilities"
04cb4435d7ab234f0302b86c72ceca79,0,19,5,files.javascript.rules.browser.security.insecure-innerhtml,User controlled data in a `menu.innerHTML` is an anti-pattern that can lead to XSS vulnerabilities
05a75f626c2ba6bbc9e72d9675843287,5,4,7,files.javascript.rules.express.security.audit.express-check-csurf-middleware-usage,A CSRF middleware was not detected in your express application. Ensure you are either using one such as `csurf` or `csrf` (see rule references) and/or you are properly doing CSRF validation in your routes with a token or cookies.
05a75f626c2ba6bbc9e72d9675843287,53,4,7,files.javascript.rules.express.security.audit.express-check-csurf-middleware-usage,A CSRF middleware was not detected in your express application. Ensure you are either using one such as `csurf` or `csrf` (see rule references) and/or you are properly doing CSRF validation in your routes with a token or cookies.
05a75f626c2ba6bbc9e72d9675843287,59,4,7,files.javascript.rules.express.security.audit.express-check-csurf-middleware-usage,A CSRF middleware was not detected in your express application. Ensure you are either using one such as `csurf` or `csrf` (see rule references) and/or you are properly doing CSRF validation in your routes with a token or cookies.
05a75f626c2ba6bbc9e72d9675843287,63,4,7,files.javascript.rules.express.security.audit.express-check-csurf-middleware-usage,A CSRF middleware was not detected in your express application. Ensure you are either using one such as `csurf` or `csrf` (see rule references) and/or you are properly doing CSRF validation in your routes with a token or cookies.
05a75f626c2ba6bbc9e72d9675843287,8,3,7,files.javascript.rules.express.security.audit.express-check-csurf-middleware-usage,A CSRF middleware was not detected in your express application. Ensure you are either using one such as `csurf` or `csrf` (see rule references) and/or you are properly doing CSRF validation in your routes with a token or cookies.
05bde848ced4d6678bb6c764885c00bc,13,2,7,files.javascript.rules.lang.security.audit.detect-non-literal-require,"Detected the use of require(variable). Calling require with a non-literal argument might allow an attacker to load and run arbitrary code, or access arbitrary files."
05bde848ced4d6678bb6c764885c00bc,16,2,5,files.javascript.rules.lang.security.audit.detect-non-literal-require,"Detected the use of require(variable). Calling require with a non-literal argument might allow an attacker to load and run arbitrary code, or access arbitrary files."
05bde848ced4d6678bb6c764885c00bc,17,6,5,files.javascript.rules.lang.security.audit.detect-non-literal-require,"Detected the use of require(variable). Calling require with a non-literal argument might allow an attacker to load and run arbitrary code, or access arbitrary files."
05bde848ced4d6678bb6c764885c00bc,9,2,5,files.javascript.rules.lang.security.audit.detect-non-literal-require,"Detected the use of require(variable). Calling require with a non-literal argument might allow an attacker to load and run arbitrary code, or access arbitrary files."
06313a257120937130f5afc3e90c89b2,0,35,14,files.javascript.rules.express.security.audit.xss.direct-response-write,"Detected directly writing to a Response object from user-defined input. This bypasses any HTML escaping and may expose your application to a Cross-Site-scripting (XSS) vulnerability. Instead, use 'resp.render()' to render safely escaped HTML."
06313a257120937130f5afc3e90c89b2,8,5,7,files.javascript.rules.express.security.audit.express-check-csurf-middleware-usage,A CSRF middleware was not detected in your express application. Ensure you are either using one such as `csurf` or `csrf` (see rule references) and/or you are properly doing CSRF validation in your routes with a token or cookies.
06561b316e249f88a60e2606211ba65d,0,5,5,files.javascript.rules.lang.security.audit.detect-non-literal-require,"Detected the use of require(variable). Calling require with a non-literal argument might allow an attacker to load and run arbitrary code, or access arbitrary files."
06561b316e249f88a60e2606211ba65d,2,5,5,files.javascript.rules.lang.security.audit.detect-non-literal-require,"Detected the use of require(variable). Calling require with a non-literal argument might allow an attacker to load and run arbitrary code, or access arbitrary files."
06561b316e249f88a60e2606211ba65d,3,5,5,files.javascript.rules.lang.security.audit.detect-non-literal-require,"Detected the use of require(variable). Calling require with a non-literal argument might allow an attacker to load and run arbitrary code, or access arbitrary files."
06561b316e249f88a60e2606211ba65d,4,5,5,files.javascript.rules.lang.security.audit.detect-non-literal-require,"Detected the use of require(variable). Calling require with a non-literal argument might allow an attacker to load and run arbitrary code, or access arbitrary files."
06f5f82e476d114dd3abb0c2219a90d1,0,12,3,files.javascript.rules.jquery.security.audit.jquery-insecure-method,User controlled data in a jQuery's `.after(...)` is an anti-pattern that can lead to XSS vulnerabilities
06f5f82e476d114dd3abb0c2219a90d1,1,9,3,files.javascript.rules.jquery.security.audit.jquery-insecure-method,User controlled data in a jQuery's `.append(...)` is an anti-pattern that can lead to XSS vulnerabilities
0712e1d477421c48e1e8b06aefc6417a,2,2,5,files.javascript.rules.lang.security.audit.unsafe-dynamic-method,"Using non-static data to retrieve and run functions from the object is dangerous. If the data is user-controlled, it may allow executing arbitrary code."
0754597eb578db264188f79b0d4c519d,1,18,5,files.javascript.rules.browser.security.insecure-document-method,"User controlled data in methods like `innerHTML`, `outerHTML` or `document.write` is an anti-pattern that can lead to XSS vulnerabilities"
0754597eb578db264188f79b0d4c519d,1,18,5,files.javascript.rules.browser.security.insecure-innerhtml,User controlled data in a `productElement.innerHTML` is an anti-pattern that can lead to XSS vulnerabilities
0754597eb578db264188f79b0d4c519d,1,18,32,files.javascript.rules.lang.security.html-in-template-string,"This template literal looks like HTML and has interpolated variables. These variables are not HTML-encoded by default. If the variables contain HTML tags, these may be interpreted by the browser, resulting in cross-site scripting (XSS)."
0754597eb578db264188f79b0d4c519d,1,52,5,files.javascript.rules.browser.security.insecure-document-method,"User controlled data in methods like `innerHTML`, `outerHTML` or `document.write` is an anti-pattern that can lead to XSS vulnerabilities"
0754597eb578db264188f79b0d4c519d,1,52,5,files.javascript.rules.browser.security.insecure-innerhtml,User controlled data in a `cartItemElement.innerHTML` is an anti-pattern that can lead to XSS vulnerabilities
0754597eb578db264188f79b0d4c519d,1,52,33,files.javascript.rules.lang.security.html-in-template-string,"This template literal looks like HTML and has interpolated variables. These variables are not HTML-encoded by default. If the variables contain HTML tags, these may be interpreted by the browser, resulting in cross-site scripting (XSS)."
0754597eb578db264188f79b0d4c519d,3,14,3,files.javascript.rules.browser.security.insecure-document-method,"User controlled data in methods like `innerHTML`, `outerHTML` or `document.write` is an anti-pattern that can lead to XSS vulnerabilities"
0754597eb578db264188f79b0d4c519d,3,14,3,files.javascript.rules.browser.security.insecure-innerhtml,User controlled data in a `output.innerHTML` is an anti-pattern that can lead to XSS vulnerabilities
077deefb20dfab5239785289ccd064e8,4,7,7,files.javascript.rules.browser.security.insecure-document-method,"User controlled data in methods like `innerHTML`, `outerHTML` or `document.write` is an anti-pattern that can lead to XSS vulnerabilities"
077deefb20dfab5239785289ccd064e8,4,7,7,files.javascript.rules.browser.security.insecure-innerhtml,User controlled data in a `savedDataDiv.innerHTML` is an anti-pattern that can lead to XSS vulnerabilities
07cd08a1f667bfecc3144eefa87cb5b0,1,24,3,files.javascript.rules.browser.security.insecure-document-method,"User controlled data in methods like `innerHTML`, `outerHTML` or `document.write` is an anti-pattern that can lead to XSS vulnerabilities"
07cd08a1f667bfecc3144eefa87cb5b0,1,24,3,files.javascript.rules.browser.security.insecure-innerhtml,User controlled data in a `countryDetails.innerHTML` is an anti-pattern that can lead to XSS vulnerabilities
08617d546205e682e15fec7c5aa592c6,1,48,65,files.javascript.rules.lang.security.audit.unknown-value-with-script-tag,"Cannot determine what 'url' is and it is used with a '<script>' tag. This could be susceptible to cross-site scripting (XSS). Ensure 'url' is not externally controlled, or sanitize this data."
08abbc4b1c5ad8341641cc03ab93c298,0,22,31,files.javascript.rules.lang.security.audit.detect-redos,"Detected the use of a regular expression `[\w-]+(?:\.[\w-]+)*@[A-Za-z0-9]+(?:\.[A-Za-z]{2,})+` which appears to be vulnerable to a Regular expression Denial-of-Service (ReDoS). For this reason, it is recommended to review the regex and ensure it is not vulnerable to catastrophic backtracking, and if possible use a library which offers default safety against ReDoS vulnerabilities."
092c323f0bdc82abdda424bdb901ab38,0,14,9,files.javascript.rules.lang.security.audit.prototype-pollution.prototype-pollution-loop,"Possibility of prototype polluting function detected. By adding or modifying attributes of an object prototype, it is possible to create attributes that exist on every object, or replace critical attributes with malicious ones. This can be problematic if the software depends on existence or non-existence of certain attributes, or uses pre-defined attributes of object prototype (such as hasOwnProperty, toString or valueOf). Possible mitigations might be: freezing the object prototype, using an object without prototypes (via Object.create(null) ), blocking modifications of attributes that resolve to object prototype, using Map instead of object."
092c323f0bdc82abdda424bdb901ab38,0,19,9,files.javascript.rules.lang.security.audit.prototype-pollution.prototype-pollution-loop,"Possibility of prototype polluting function detected. By adding or modifying attributes of an object prototype, it is possible to create attributes that exist on every object, or replace critical attributes with malicious ones. This can be problematic if the software depends on existence or non-existence of certain attributes, or uses pre-defined attributes of object prototype (such as hasOwnProperty, toString or valueOf). Possible mitigations might be: freezing the object prototype, using an object without prototypes (via Object.create(null) ), blocking modifications of attributes that resolve to object prototype, using Map instead of object."
09bb3de07eb0e196121c6da4254695c0,0,2,7,files.javascript.rules.express.security.audit.express-check-csurf-middleware-usage,A CSRF middleware was not detected in your express application. Ensure you are either using one such as `csurf` or `csrf` (see rule references) and/or you are properly doing CSRF validation in your routes with a token or cookies.
09d6529c3c1542e3cee58e6a9742407c,0,35,44,files.javascript.rules.lang.security.audit.unsafe-dynamic-method,"Using non-static data to retrieve and run functions from the object is dangerous. If the data is user-controlled, it may allow executing arbitrary code."
09dc91375b2b9e77ddff406eede3232f,2,2,7,files.javascript.rules.express.security.audit.express-check-csurf-middleware-usage,A CSRF middleware was not detected in your express application. Ensure you are either using one such as `csurf` or `csrf` (see rule references) and/or you are properly doing CSRF validation in your routes with a token or cookies.
09f22ba67c077371b2b8d45206edda93,6,2,28,files.javascript.rules.lang.security.detect-insecure-websocket,Insecure WebSocket Detected. WebSocket Secure (wss) should be used for all WebSocket connections.
0a27fe1aca94caf8dcde825ea48ce65f,17,12,17,files.javascript.rules.browser.security.insecure-document-method,"User controlled data in methods like `innerHTML`, `outerHTML` or `document.write` is an anti-pattern that can lead to XSS vulnerabilities"
0a27fe1aca94caf8dcde825ea48ce65f,17,12,17,files.javascript.rules.browser.security.insecure-innerhtml,User controlled data in a `tr.innerHTML` is an anti-pattern that can lead to XSS vulnerabilities
0a27fe1aca94caf8dcde825ea48ce65f,17,12,32,files.javascript.rules.lang.security.html-in-template-string,"This template literal looks like HTML and has interpolated variables. These variables are not HTML-encoded by default. If the variables contain HTML tags, these may be interpreted by the browser, resulting in cross-site scripting (XSS)."
0a7b7b6c16a5255ca4ca7d8719336256,0,3,7,files.javascript.rules.express.security.audit.express-check-csurf-middleware-usage,A CSRF middleware was not detected in your express application. Ensure you are either using one such as `csurf` or `csrf` (see rule references) and/or you are properly doing CSRF validation in your routes with a token or cookies.
0a936386e2ef4436e93aa076c6486fc7,1,7,3,files.javascript.rules.browser.security.insecure-document-method,"User controlled data in methods like `innerHTML`, `outerHTML` or `document.write` is an anti-pattern that can lead to XSS vulnerabilities"
0a936386e2ef4436e93aa076c6486fc7,1,7,3,files.javascript.rules.browser.security.insecure-innerhtml,User controlled data in a `paintingDiv.innerHTML` is an anti-pattern that can lead to XSS vulnerabilities
0a936386e2ef4436e93aa076c6486fc7,2,41,5,files.javascript.rules.browser.security.insecure-document-method,"User controlled data in methods like `innerHTML`, `outerHTML` or `document.write` is an anti-pattern that can lead to XSS vulnerabilities"
0a936386e2ef4436e93aa076c6486fc7,2,41,5,files.javascript.rules.browser.security.insecure-innerhtml,User controlled data in a `paintingDiv.innerHTML` is an anti-pattern that can lead to XSS vulnerabilities
0a936386e2ef4436e93aa076c6486fc7,3,42,5,files.javascript.rules.browser.security.insecure-document-method,"User controlled data in methods like `innerHTML`, `outerHTML` or `document.write` is an anti-pattern that can lead to XSS vulnerabilities"
0a936386e2ef4436e93aa076c6486fc7,3,42,5,files.javascript.rules.browser.security.insecure-innerhtml,User controlled data in a `paintingDiv.innerHTML` is an anti-pattern that can lead to XSS vulnerabilities
0a936386e2ef4436e93aa076c6486fc7,4,42,5,files.javascript.rules.browser.security.insecure-document-method,"User controlled data in methods like `innerHTML`, `outerHTML` or `document.write` is an anti-pattern that can lead to XSS vulnerabilities"
0a936386e2ef4436e93aa076c6486fc7,4,42,5,files.javascript.rules.browser.security.insecure-innerhtml,User controlled data in a `paintingDiv.innerHTML` is an anti-pattern that can lead to XSS vulnerabilities
0a936386e2ef4436e93aa076c6486fc7,6,49,3,files.javascript.rules.browser.security.insecure-document-method,"User controlled data in methods like `innerHTML`, `outerHTML` or `document.write` is an anti-pattern that can lead to XSS vulnerabilities"
0a936386e2ef4436e93aa076c6486fc7,6,49,3,files.javascript.rules.browser.security.insecure-innerhtml,User controlled data in a `paintingDiv.innerHTML` is an anti-pattern that can lead to XSS vulnerabilities
0abafdb6ffee6d148c7c8a84f4147b71,2,12,9,files.javascript.rules.browser.security.insecure-document-method,"User controlled data in methods like `innerHTML`, `outerHTML` or `document.write` is an anti-pattern that can lead to XSS vulnerabilities"
0abafdb6ffee6d148c7c8a84f4147b71,2,12,9,files.javascript.rules.browser.security.insecure-innerhtml,User controlled data in a `block.innerHTML` is an anti-pattern that can lead to XSS vulnerabilities
0abafdb6ffee6d148c7c8a84f4147b71,2,12,27,files.javascript.rules.lang.security.html-in-template-string,"This template literal looks like HTML and has interpolated variables. These variables are not HTML-encoded by default. If the variables contain HTML tags, these may be interpreted by the browser, resulting in cross-site scripting (XSS)."
0aec2194bf49f7e408dbffbdd5f2e297,0,38,13,files.javascript.rules.browser.security.insecure-document-method,"User controlled data in methods like `innerHTML`, `outerHTML` or `document.write` is an anti-pattern that can lead to XSS vulnerabilities"
0aec2194bf49f7e408dbffbdd5f2e297,0,38,13,files.javascript.rules.browser.security.insecure-innerhtml,User controlled data in a `tile.innerHTML` is an anti-pattern that can lead to XSS vulnerabilities
0afb5bcab7c087f422a43ad7a624dd88,3,8,7,files.javascript.rules.browser.security.insecure-document-method,"User controlled data in methods like `innerHTML`, `outerHTML` or `document.write` is an anti-pattern that can lead to XSS vulnerabilities"
0afb5bcab7c087f422a43ad7a624dd88,3,8,7,files.javascript.rules.browser.security.insecure-innerhtml,User controlled data in a `box.innerHTML` is an anti-pattern that can lead to XSS vulnerabilities
0afb5bcab7c087f422a43ad7a624dd88,3,8,24,files.javascript.rules.lang.security.html-in-template-string,"This template literal looks like HTML and has interpolated variables. These variables are not HTML-encoded by default. If the variables contain HTML tags, these may be interpreted by the browser, resulting in cross-site scripting (XSS)."
0b3817fb44f95d8be5e52b532b63018f,0,45,13,files.javascript.rules.lang.security.audit.unsafe-dynamic-method,"Using non-static data to retrieve and run functions from the object is dangerous. If the data is user-controlled, it may allow executing arbitrary code."
0babbff5ac35c3f8dbe51a67115aa48b,4,18,10,files.javascript.rules.express.security.audit.express-check-csurf-middleware-usage,A CSRF middleware was not detected in your express application. Ensure you are either using one such as `csurf` or `csrf` (see rule references) and/or you are properly doing CSRF validation in your routes with a token or cookies.
0babbff5ac35c3f8dbe51a67115aa48b,8,6,10,files.javascript.rules.express.security.audit.express-check-csurf-middleware-usage,A CSRF middleware was not detected in your express application. Ensure you are either using one such as `csurf` or `csrf` (see rule references) and/or you are properly doing CSRF validation in your routes with a token or cookies.
0c4a333f86065f1a38044cd8b6d9c3ad,0,4,10,files.javascript.rules.express.security.audit.express-check-csurf-middleware-usage,A CSRF middleware was not detected in your express application. Ensure you are either using one such as `csurf` or `csrf` (see rule references) and/or you are properly doing CSRF validation in your routes with a token or cookies.
0caffc81c23d4f374ef9abb48c758088,0,3,10,files.javascript.rules.express.security.audit.express-check-csurf-middleware-usage,A CSRF middleware was not detected in your express application. Ensure you are either using one such as `csurf` or `csrf` (see rule references) and/or you are properly doing CSRF validation in your routes with a token or cookies.
0caffc81c23d4f374ef9abb48c758088,13,5,7,files.javascript.rules.express.security.audit.express-check-csurf-middleware-usage,A CSRF middleware was not detected in your express application. Ensure you are either using one such as `csurf` or `csrf` (see rule references) and/or you are properly doing CSRF validation in your routes with a token or cookies.
